ScreenName,AuthorID,TweetID,Text,TweetDate,isReply,RetweetCount,ReplyCount,LikeCount,QuoteCount,Language,PossibleSensitive,Source,1stURLStart,1stURLEnd,1stURL,1stURLExp,2ndURLStart,2ndURLEnd,2ndURL,2ndURLExp,3rdURLStart,3rdURLEnd,3rdURL,3rdURLExp
GavinNewsom,11347122,1421253855296192515,Facebook will now require its employees that return to the office to get vaccinated: https://t.co/Qgq3QyObCg,2021-07-30 23:38:19+00:00,True,82,32,628,4,en,False,Twitter for iPhone,85,108,https://t.co/Qgq3QyObCg,https://www.cnbc.com/2021/07/28/facebook-requiring-us-employees-to-be-vaccinated-to-return-to-work.html,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1421253854306324481,Google asked all employees to get vaccinated: https://t.co/082P89mwUL,2021-07-30 23:38:19+00:00,True,95,19,682,5,en,False,Twitter for iPhone,46,69,https://t.co/082P89mwUL,https://abcnews.go.com/Business/google-joins-growing-list-employers-mandating-covid-19/story?id=79120671,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1421253853119348738,The City of Irvine announced it will have state employees show proof of vaccination or get tested: https://t.co/hfrv9IuMIX,2021-07-30 23:38:18+00:00,True,90,24,623,3,en,False,Twitter for iPhone,99,122,https://t.co/hfrv9IuMIX,https://spectrumnews1.com/ca/san-fernando-valley-ventura/coronavirus/2021/07/30/irvine-to-require-city-employees-to-get-vaccinated-or-take-weekly-covid-test,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1421253852116832259,Long Beach followed CA’s lead and will require employees to get vaxed or get tested. https://t.co/ljji3AUwIG,2021-07-30 23:38:18+00:00,True,88,20,664,1,en,False,Twitter for iPhone,85,108,https://t.co/ljji3AUwIG,https://losangeles.cbslocal.com/2021/07/27/long-beach-city-employees-vaccine-testing-requirement/,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1421253850669871110,San Diego announced it will require city employees to get vaccinated or get tested regularly. https://t.co/ndJHHr1UAy,2021-07-30 23:38:18+00:00,True,108,14,752,6,en,False,Twitter for iPhone,94,117,https://t.co/ndJHHr1UAy,https://www.sandiegouniontribune.com/news/health/story/2021-07-30/san-diego-county-to-employees-get-the-covid-vaccine-or-undergo-regular-testing,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1421253849642266629,San Francisco will require new city employees to get vaccinated. https://t.co/rLHmy15305,2021-07-30 23:38:18+00:00,True,89,24,672,5,en,False,Twitter for iPhone,65,88,https://t.co/rLHmy15305,https://www.nbcbayarea.com/news/local/san-francisco-to-require-new-employees-be-vaccinated-for-covid-19/2608267/,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1421253848589504516,LA announced it will have city employees show proof of vaccination or get tested: https://t.co/61JExReSIS,2021-07-30 23:38:17+00:00,True,120,50,812,5,en,False,Twitter for iPhone,82,105,https://t.co/61JExReSIS,https://www.google.com/amp/s/www.latimes.com/california/story/2021-07-27/hold-l-a-will-require-city-employees-to-get-vaccinated-or-tested%3F_amp%3Dtrue,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1421253846358052866,"On Monday, CA announced state and health care workers must show proof of vaccination or submit to regular testing.
 
Since then, many others have followed suit….👇👇👇",2021-07-30 23:38:17+00:00,False,930,692,7147,149,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1421236112551383041,"Vaccines are how we end this pandemic. Thank you, @City_of_Irvine. https://t.co/wHuvyQ1R0W",2021-07-30 22:27:49+00:00,False,290,370,2295,33,en,False,Twitter for iPhone,67,90,https://t.co/wHuvyQ1R0W,https://twitter.com/City_of_Irvine/status/1421217061502480384,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1421176710783852551,"The right move. Thank you, San Diego! https://t.co/feFFYEs4Gj",2021-07-30 18:31:46+00:00,False,348,237,3448,28,en,False,Twitter for iPhone,38,61,https://t.co/feFFYEs4Gj,https://twitter.com/nathanfletcher/status/1421164285338603525,NA,NA,NA,NA,NA,NA,NA,NA
